,s_score,Hits,max_feat,avg_feat,max_centr,min_centr,avg_centr,features,all_same,hyd_prop,don_prop,catdon_prop,hydaro_prop,aniacc_prop,clusters,Receptor,hits_actual,quality,quality_pred
14,-0.3091662667797709,0.19218421927019844,0.9597717828873888,0.5473906594894694,1.3733266486283533,-0.21586728148990145,0.10976039013113892,0.0,-0.5179697702828123,1.5673438489813982,-0.7418071977193716,-0.5459510900901742,-0.6404447607135403,0.0,0.3689640277608546,A2A,20,0,0
15,-0.8062514089442461,0.19701173448607343,0.9591418760717624,0.7824667342486658,1.109461624943482,-0.21586728148990145,-0.2531086822438393,0.0,-0.5179697702828123,-1.1645627484641519,0.42710111408637674,0.16378532826909106,-0.6404447607135403,0.0,0.3689640277608546,A2A,113,0,0
16,0.9599596030945633,0.19213231050443635,-0.9090753850463279,-0.8845019405944482,0.03642686129847405,-1.514412927382681,-0.6815350458836965,0.0,-0.5179697702828123,0.65670831543714,0.42710111408637674,-0.9008192992698068,0.8733337646093728,0.0,0.3689640277608546,A2C,19,1,1
17,-0.6256187917430027,0.19410484360339603,0.0456068669421413,0.7112902575327678,0.11144349367675843,-1.0306580999915573,-0.29141958486431907,0.0,-0.5179697702828123,-0.7092449816920228,-0.7418071977193716,0.873521744144279,-0.6404447607135403,0.0,0.3689640277608546,A2C,57,1,0
19,-0.6131076800360761,0.19213231050443635,-0.08048860225375741,0.1074479827435748,-0.20695794771119852,-1.244830616442598,-0.9894400099541791,0.0,1.930614598326846,-1.1645627484641519,-0.7418071977193716,1.583258162503544,-0.6404447607135403,0.0,0.3689640277608546,A2C,19,1,0
20,0.8985710474166274,0.19446820496373068,1.873270907981202,1.7931950983147573,1.0959249086883522,0.501981053489398,0.9045192635096649,0.0,-0.5179697702828123,0.2013905518522353,0.42710111408637674,-0.9008192992698068,-0.6404447607135403,0.0,0.3689640277608546,Beta 2,64,1,1
21,-1.0370436212602139,0.19166513161257748,0.9910074161865084,1.440862624654882,0.8739443507056908,0.3562902466238402,0.8516294528577036,0.0,1.930614598326846,-1.1645627484641519,-0.7418071977193716,1.583258162503544,-0.6404447607135403,0.0,0.3689640277608546,Beta 2,10,0,0
22,0.5946076057923709,0.1999705341345129,1.3875737711953777,0.7231533027266072,0.6559051492760412,1.9161062218471312,1.5453676775792315,0.0,-0.5179697702828123,-0.2539272149198937,1.5960094258921254,-0.9008192992698068,-0.6404447607135403,0.0,0.3689640277608546,Beta 2,170,1,1
24,1.137840176236064,0.2205783141420652,-1.3200787653998423,-1.4410542974910858,-0.5545788612221262,0.10982499814949345,-0.08823503409758873,0.0,-0.5179697702828123,1.1120260822092694,0.42710111408637674,-0.9008192992698068,0.8733337646093728,0.0,0.3689640277608546,H1,567,0,1
25,-0.8997768502396014,0.19208040173867424,0.4534865032547726,0.9962886592804896,-0.7120154689782722,1.0627412015773963,0.2681303320360194,0.0,1.930614598326846,-1.1645627484641519,-0.7418071977193716,1.583258162503544,-0.6404447607135403,0.0,0.3689640277608546,H1,18,0,0
26,1.1894221030178305,0.2193325037637749,0.21388544010250257,0.7890886928140164,-0.7732873829786931,0.5220239645156323,-0.28213870215933284,0.0,-0.5179697702828123,0.65670831543714,1.5960094258921254,-0.9008192992698068,-0.6404447607135403,0.0,0.3689640277608546,H1,543,0,1
27,-0.7622998084339989,0.1917170403783396,-0.07087168065715953,-0.04008921820349272,-0.31214549798320335,1.0480241000298498,0.3113387389155236,0.0,-0.5179697702828123,-0.7092449816920228,-0.7418071977193716,1.2283899533239115,-0.6404447607135403,0.0,0.3689640277608546,H1,11,0,0
30,0.9098951304778107,0.19166513161257748,0.641136259946819,0.9428210879349156,0.14084989508962215,-0.5087880007205816,0.1980309833342466,0.0,-0.5179697702828123,1.1120260822092694,-0.7418071977193716,-0.9008192992698068,-0.6404447607135403,0.0,0.3689640277608546,M1,10,1,1
31,-1.0356918804995616,0.19213231050443635,-1.456439392263666,-1.0588630308914153,0.6903800090738068,1.445284485923266,1.1653953923726474,0.0,1.930614598326846,-1.1645627484641519,-0.7418071977193716,1.583258162503544,-0.6404447607135403,0.0,0.3689640277608546,M1,19,0,0
32,0.6754266839375946,0.19394911730610973,-0.29884373462226177,-0.05834000174948844,0.6959290901461246,-1.0205723570260001,0.09667202048017984,0.0,-0.5179697702828123,-1.1645627484641519,2.7649177376978735,-0.9008192992698068,-0.6404447607135403,0.0,0.3689640277608546,M2,54,0,1
35,-0.537800700325957,0.19213231050443635,-1.4176640067241815,-1.4288922525422287,0.3195376442691545,0.13099859635684064,0.3803876297561067,0.0,1.930614598326846,-1.1645627484641519,-0.7418071977193716,1.583258162503544,-0.6404447607135403,0.0,0.3689640277608546,M2,19,0,0
37,0.26600943977231506,0.22026686154749262,1.0001167981111718,0.596025470653691,0.852858402608257,0.5231460667263879,0.5878368070826273,0.0,-0.5179697702828123,-0.2539272149198937,-0.7418071977193716,0.16378532826909106,-0.6404447607135403,0.0,0.3689640277608546,M4,561,0,1
38,0.5052074770406358,0.19410484360339603,0.9168588647558056,0.7806544772188958,0.26007062576941836,-0.7310029040919239,-0.4111217067149936,0.0,-0.5179697702828123,0.65670831543714,0.42710111408637674,-0.9008192992698068,0.8733337646093728,0.0,0.3689640277608546,M4,57,1,1
40,1.0487644652668853,0.21839814598005713,-1.4912280614248599,-1.3865468888879662,-0.5534942734620805,0.48393830745600297,-0.08147647086707673,0.0,-0.5179697702828123,0.65670831543714,0.42710111408637674,-0.9008192992698068,-0.6404447607135403,0.0,0.3689640277608546,OPRD,525,0,1
41,-0.5913847053676671,0.19457202249525488,-0.008653151260763159,0.07465060316422492,-0.8784755963818012,0.3483667182853779,-0.4681463624536254,0.0,-0.5179697702828123,0.2013905518522353,0.42710111408637674,-0.19108288091054146,0.8733337646093728,0.0,0.3689640277608546,OPRD,66,0,0
43,-0.9090788292517945,0.20972938209778702,-1.8338597296115835,-1.7220793446548834,-0.8442217802851318,0.3483667182853779,-0.12387810022642434,0.0,-0.5179697702828123,0.2013905518522353,-0.7418071977193716,0.5186535349646462,-0.6404447607135403,0.0,0.3689640277608546,OPRD,358,0,0
44,0.8306265490495278,0.19218421927019844,-1.1757579234962232,-0.8937982534577111,0.5609514802773901,1.0490129022745216,0.887196782489478,0.0,-0.5179697702828123,0.2013905518522353,1.5960094258921254,-0.9008192992698068,0.8733337646093728,0.0,0.3689640277608546,OPRK,20,1,1
45,-1.519374763344532,0.19202849297291216,1.901574893002351,1.5949240316592455,1.4420579770472004,-0.19441157716361745,0.8356586844836192,0.0,-0.5179697702828123,-1.1645627484641519,-0.7418071977193716,1.2283899533239115,-0.6404447607135403,0.0,0.3689640277608546,OPRK,17,1,0
46,-0.08083722651654719,0.21860578104310552,1.2447354304718459,1.9580128252382027,0.4715587550296794,0.4350406455586869,1.1525054817562213,0.0,-0.5179697702828123,0.65670831543714,-0.7418071977193716,-0.5459510900901742,-0.6404447607135403,0.0,0.3689640277608546,OPRK,529,0,1
47,-1.12892694785374,0.19348193841425085,-1.0700120844803305,-1.0076291424868837,0.4490519380215989,1.2280617760895334,0.8602747372320086,0.0,-0.5179697702828123,-0.7092449816920228,-0.7418071977193716,1.2283899533239115,-0.6404447607135403,0.0,0.3689640277608546,OPRK,45,0,0
48,0.9724757212487515,0.20417514416124272,-0.14996448427346404,-0.5757132072513668,-0.6352256977110298,-1.1033443819970237,-1.4397578242432754,0.0,-0.5179697702828123,0.65670831543714,0.42710111408637674,-0.9008192992698068,0.8733337646093728,0.0,0.3689640277608546,OPRM,251,0,1
49,-1.3420914593613495,0.2175676057278636,0.07359073538485705,-0.4913302276276753,-0.990787237777668,-0.4288163398398487,-1.2419114464995427,0.0,-0.5179697702828123,-0.2539272149198937,0.42710111408637674,0.5186535349646462,-0.6404447607135403,0.0,0.3689640277608546,OPRM,509,0,0
50,0.9486355200333801,0.2201111352502063,-1.0219681622818244,-0.955439082922798,-2.302666793855534,-1.681598237316523,-1.7641645945342306,0.0,-0.5179697702828123,0.65670831543714,0.42710111408637674,-0.9008192992698068,0.8733337646093728,0.0,0.3689640277608546,OPRM,558,0,1
51,-1.3993652160349146,0.19343002964848877,-1.3077046848763723,-1.241003408437893,-2.6716737591287507,-0.4288163398398487,-1.4174295284202083,0.0,-0.5179697702828123,-0.7092449816920228,-0.7418071977193716,1.2283899533239115,-0.6404447607135403,0.0,0.3689640277608546,OPRM,44,0,0
