,s_score,Hits,max_feat,avg_feat,max_centr,min_centr,avg_centr,features,all_same,hyd_prop,don_prop,catdon_prop,hydaro_prop,aniacc_prop,clusters,Receptor,hits_actual,Score Type,subset,quality,quality_pred
23,-1.1226850504112045,-0.6800355964037498,-1.8553519836203398,-1.80187178062324,0.8211324384522973,2.2284823216509193,1.8297321136491203,0.06213697660011978,1.6972321629421747,-1.2247265742193902,-0.6090468578052339,1.646613363555052,-0.483896431160561,-0.1520816052569993,-1.570562531918633,Beta 2,14,dU,moefrags,0,1
28,0.9908497373932638,-0.7276917930197372,1.2968293149555497,1.1711384419650437,0.3916724149798823,-0.5742763521873113,0.07501248478409735,0.06213697660011978,-0.5891945850628274,0.04644671767226717,0.8305184426448999,-0.9268828337045417,3.2717176614288674,-0.1520816052569993,-1.570562531918633,M1,4,dE(class),moefrags,1,1
29,-0.9408128956445236,-0.7324574126813359,-0.2808635547380725,0.03514375928785976,0.40689240604193627,0.9631562930680979,0.4467579219146283,0.06213697660011978,-0.5891945850628274,-0.8010021435888379,0.8305184426448999,0.543686420769442,1.3939106151341534,-0.1520816052569993,-1.570562531918633,M1,3,dE,moefrags,1,0
34,1.2723980162900133,-0.7086293143733422,0.0005164588421923481,-0.0044581673649660815,-0.4625462394571907,-1.2571807731512827,-0.6067240669278127,0.06213697660011978,1.6972321629421747,1.741344437228406,-0.6090468578052339,-0.9268828337045417,-0.483896431160561,-0.1520816052569993,-1.570562531918633,M2,8,dU(class),moefrags,1,1
35,0.24356408207651897,-0.7324574126813359,1.3633389385006085,1.5359530506548926,1.1296425622186694,1.1758110602892284,1.3299329448818586,0.06213697660011978,-0.5891945850628274,-1.2247265742193902,-0.6090468578052339,-0.19159820518080184,-0.483896431160561,8.085672008505641,-1.570562531918633,M2,3,dU,moefrags,0,0
36,1.2618235447483463,-0.7229261733581385,0.3825849636414364,0.5656097497584501,0.33981086086252493,-0.2904401256536956,-0.21332769438227245,0.06213697660011978,-0.5891945850628274,1.3176200065978536,-0.6090468578052339,-0.9268828337045417,1.3939106151341534,-0.1520816052569993,-1.570562531918633,M4,5,dE(class),moefrags,1,1
38,0.6167731670110037,-0.7372230323429347,0.933725992250546,0.7958256033946083,0.28793036319440896,-0.7911776058449214,-0.41935146412119895,0.06213697660011978,-0.5891945850628274,0.4701711453367486,0.8305184426448999,-0.9268828337045417,1.3939106151341534,-0.1520816052569993,-1.570562531918633,M4,2,dU(class),moefrags,1,0
45,-1.229457614740215,-0.7419886520045335,0.4733077737188657,1.0879699690826847,0.452076870504658,-0.18901463025561294,0.6647782789799583,0.06213697660011978,-0.5891945850628274,-1.2247265742193902,-0.6090468578052339,1.278971049293182,-0.483896431160561,-0.1520816052569993,-1.570562531918633,OPRK,1,dE,moefrags,1,0
47,-1.7827877044425808,-0.6895668357269472,-1.2629405974632246,-1.306766928317391,0.452076870504658,1.660754523689179,1.013618537444324,0.06213697660011978,-0.5891945850628274,-0.8010021435888379,-0.6090468578052339,1.278971049293182,-0.483896431160561,-0.1520816052569993,-1.570562531918633,OPRK,12,dU,moefrags,0,0
51,-0.4689207980059199,-0.6990980750501448,-0.003917305033552679,0.33819218997196854,-0.49080515330473956,-0.44186200314442087,-0.541360828867789,0.06213697660011978,-0.5891945850628274,-1.2247265742193902,-0.6090468578052339,0.17604410908106818,-0.483896431160561,6.438121283446542,-1.570562531918633,OPRM,10,dU,moefrags,0,0
55,-0.7137201472946989,-0.7324574126813359,-0.7261017384214478,-0.782198865448696,0.3686211856335134,1.1866454080186468,1.131318119473027,0.06213697660011978,-0.5891945850628274,-0.8010021435888379,-0.6090468578052339,1.278971049293182,-0.483896431160561,-0.1520816052569993,-1.570562531918633,5HT1B,3,dU,ef,1,1
58,1.2634757167037358,-0.7324574126813359,0.762771754605118,0.8182468417721227,-0.44387999412211954,-0.25946972030705806,-0.3759745688846309,0.06213697660011978,1.6972321629421747,1.741344437228406,-0.6090468578052339,-0.9268828337045417,-0.483896431160561,-0.1520816052569993,-1.570562531918633,5HT2B,3,dU(class),ef,1,1
60,0.22592885953425532,-0.7372230323429347,0.07151024931216206,-0.32106140714125314,-0.25650312571356193,-0.9532947542820313,-1.2235557683363807,0.06213697660011978,-0.5891945850628274,0.04644671767226717,2.270083743095034,-0.5592405194426718,-0.483896431160561,-0.1520816052569993,-1.570562531918633,5HT2C,2,dE(class),ef,1,0
63,-1.3318808554309014,-0.6848012160653485,-1.3533502999033415,-1.2395493251004435,-2.4102645938464606,-1.67821666838018,-2.2209743484681224,0.06213697660011978,-0.5891945850628274,-0.8010021435888379,-0.6090468578052339,1.278971049293182,-0.483896431160561,-0.1520816052569993,-1.570562531918633,5HT2C,13,dU,ef,0,0
70,1.1772268207030534,-0.7181605536965397,0.43112821334192775,-0.20874048701458292,0.15883492865750723,-1.5558545631583809,-1.5398291112786642,0.06213697660011978,-0.5891945850628274,1.3176200065978536,-0.6090468578052339,-0.9268828337045417,-0.483896431160561,-0.1520816052569993,-1.570562531918633,A2C,6,dU(class),ef,1,0
75,-0.8495246848375115,-0.6800355964037498,-1.8553519836203398,-1.7869458435631103,0.8211324384522973,2.2284823216509193,1.806350714720551,0.06213697660011978,1.6972321629421747,-1.2247265742193902,-0.6090468578052339,1.646613363555052,-0.483896431160561,-0.1520816052569993,-1.570562531918633,Beta 2,14,dU,ef,0,1
80,1.0125073705170102,-0.7229261733581385,0.9770716405620733,1.5594958430630061,0.15422505397943076,-0.5742763521873113,0.46468712102558357,0.06213697660011978,-0.5891945850628274,0.893895575967301,0.8305184426448999,-0.9268828337045417,-0.483896431160561,-0.1520816052569993,-1.570562531918633,M1,5,dE(class),ef,1,1
81,-1.0187390705911266,-0.7324574126813359,-0.2688931958004317,0.03997872556570912,0.40689240604193627,0.9631562930680979,0.45092852583286597,0.06213697660011978,-0.5891945850628274,-0.8010021435888379,0.8305184426448999,0.543686420769442,1.3939106151341534,-0.1520816052569993,-1.570562531918633,M1,3,dE,ef,1,0
85,0.8726789948247808,-0.7419886520045335,1.272633659918541,0.1368174339157018,0.7716701234376373,-1.0738228128470424,-0.9317106137223784,0.06213697660011978,-0.5891945850628274,-1.2247265742193902,5.149214333918345,-0.9268828337045417,3.2717176614288674,-0.1520816052569993,-1.570562531918633,M2,1,dE,ef,1,0
86,1.2723980162900133,-0.6990980750501448,0.08936705131071356,0.12714595173159543,-0.4625462394571907,-1.2571807731512827,-0.3699677852436045,0.06213697660011978,1.6972321629421747,1.741344437228406,-0.6090468578052339,-0.9268828337045417,-0.483896431160561,-0.1520816052569993,-1.570562531918633,M2,10,dU(class),ef,1,1
88,1.2664498165658284,-0.6990980750501448,0.06626784521282719,-0.017680267049807036,-0.2342068864628082,-0.2904401256536956,-0.6940576624973959,0.06213697660011978,-0.5891945850628274,1.3176200065978536,-0.6090468578052339,-0.9268828337045417,1.3939106151341534,-0.1520816052569993,-1.570562531918633,M4,10,dE(class),ef,0,0
94,0.9432641395997837,-0.7324574126813359,-1.2223403813254463,-1.0249640706314702,-0.4187206547690055,-0.4813156375445621,-0.7438607249657667,0.06213697660011978,-0.5891945850628274,0.04644671767226717,0.8305184426448999,-0.9268828337045417,1.3939106151341534,-0.1520816052569993,-1.570562531918633,OPRD,3,dU(class),ef,1,0
107,-0.9469228864012064,-0.7419886520045335,-1.6086024441646716,-1.5959436299590042,0.7322807855450668,2.2306075136330503,1.436214821084692,0.06213697660011978,1.6972321629421747,-1.2247265742193902,-0.6090468578052339,1.646613363555052,-0.483896431160561,-0.1520816052569993,-1.570562531918633,5HT1B,1,dU,gh,1,1
108,1.1455029302220738,-0.7324574126813359,0.08079707199440221,-0.2173041942963645,-0.44387999412211954,-0.25946972030705806,-0.09843655439039782,0.06213697660011978,-0.5891945850628274,1.3176200065978536,0.8305184426448999,-0.9268828337045417,-0.483896431160561,-0.1520816052569993,-1.570562531918633,5HT2B,3,dE(class),gh,1,1
110,1.2684327084258826,-0.7324574126813359,0.762771754605118,0.6593166172144519,-0.44387999412211954,0.5378057696253257,-0.2189970102855065,0.06213697660011978,1.6972321629421747,1.741344437228406,-0.6090468578052339,-0.9268828337045417,-0.483896431160561,-0.1520816052569993,-1.570562531918633,5HT2B,3,dU(class),gh,1,1
111,-1.5739821013247899,-0.6800355964037498,-1.688531209944678,-1.6980108264387275,0.37533001853536696,1.9056940075839568,1.3319370769693097,0.06213697660011978,1.6972321629421747,1.741344437228406,-0.6090468578052339,-0.9268828337045417,-0.483896431160561,-0.1520816052569993,-1.570562531918633,5HT2B,14,dU,gh,0,1
113,-0.562640632860179,-0.7324574126813359,-0.8376950632488206,-0.9860734652996686,-2.234544920990683,-1.3499436882590767,-1.9711538025809745,0.06213697660011978,-0.5891945850628274,-1.2247265742193902,0.8305184426448999,0.543686420769442,3.2717176614288674,-0.1520816052569993,-1.570562531918633,5HT2C,3,dE,gh,1,0
119,-0.45189942967519214,-0.7324574126813359,-0.8300758266657305,-0.5636521744235291,0.8854656328081011,-0.45419832816357064,-0.0327433794515729,0.06213697660011978,1.6972321629421747,1.741344437228406,-0.6090468578052339,-0.9268828337045417,-0.483896431160561,-0.1520816052569993,-1.570562531918633,A2A,3,dU,gh,1,0
122,1.269225484485122,-0.7133949340349409,-0.924522082865139,-0.9825332344974516,-2.092226504033211,-1.8325878051438211,-2.2703967473282636,0.06213697660011978,1.6972321629421747,1.741344437228406,-0.6090468578052339,-0.9268828337045417,-0.483896431160561,-0.1520816052569993,-1.570562531918633,A2C,7,dU(class),gh,1,0
124,0.8250933970313008,-0.7229261733581385,1.6156799779570148,1.0969144661342944,1.0139416260348844,-0.19078053513500642,0.35473466152316246,0.06213697660011978,-0.5891945850628274,0.04644671767226717,0.8305184426448999,-0.5592405194426718,-0.483896431160561,-0.1520816052569993,-1.570562531918633,Beta 2,5,dE(class),gh,1,1
131,-0.6021319204689879,-0.7276917930197372,-0.2915443747946128,-0.8816649478231713,-0.1950446151854137,0.15247597087502868,0.4649936838231778,0.06213697660011978,-0.5891945850628274,0.04644671767226717,-0.6090468578052339,0.543686420769442,-0.483896431160561,-0.1520816052569993,-1.570562531918633,H1,4,dU,gh,1,0
132,1.0471596786862005,-0.7229261733581385,0.9770716405620733,1.5594958430630061,0.15422505397943076,-0.5742763521873113,0.46468712102558357,0.06213697660011978,-0.5891945850628274,0.893895575967301,0.8305184426448999,-0.9268828337045417,-0.483896431160561,-0.1520816052569993,-1.570562531918633,M1,5,dE(class),gh,1,1
135,-1.8809996197285441,-0.6705043570805523,-1.5426807831453293,-1.4035624983630588,0.15593336546728814,1.100820806910223,0.7717773629328989,0.06213697660011978,1.6972321629421747,-1.2247265742193902,-0.6090468578052339,1.646613363555052,-0.483896431160561,-0.1520816052569993,-1.570562531918633,M1,16,dU,gh,0,0
136,0.8692423629521357,-0.7324574126813359,-0.1154653401645728,0.01640477306204445,1.0745085097077203,-1.0738228128470424,-0.5996552190315739,0.06213697660011978,-0.5891945850628274,-0.8010021435888379,3.709649043545168,-0.9268828337045417,1.3939106151341534,-0.1520816052569993,-1.570562531918633,M2,3,dE(class),gh,1,0
137,0.8726789948247808,-0.7419886520045335,1.272633659918541,0.1368174339157018,0.7716701234376373,-1.0738228128470424,-0.9317106137223784,0.06213697660011978,-0.5891945850628274,-0.8010021435888379,3.709649043545168,-0.9268828337045417,1.3939106151341534,-0.1520816052569993,-1.570562531918633,M2,1,dE,gh,1,0
138,1.2723980162900133,-0.6990980750501448,0.08936705131071356,0.12866295417912327,-0.4625462394571907,-1.2571807731512827,-0.3639288178372687,0.06213697660011978,1.6972321629421747,1.741344437228406,-0.6090468578052339,-0.9268828337045417,-0.483896431160561,-0.1520816052569993,-1.570562531918633,M2,10,dU(class),gh,1,1
140,1.2664498165658284,-0.6990980750501448,0.06626784521282719,-0.017680267049807036,-0.2342068864628082,-0.2904401256536956,-0.6940576624973959,0.06213697660011978,-0.5891945850628274,1.3176200065978536,-0.6090468578052339,-0.9268828337045417,1.3939106151341534,-0.1520816052569993,-1.570562531918633,M4,10,dE(class),gh,0,0
141,1.2655999377892369,-0.694332455388546,-0.031170014574377056,0.04410928102759628,-1.111143530148949,-0.2904401256536956,-0.830732238395013,0.06213697660011978,-0.5891945850628274,1.3176200065978536,-0.6090468578052339,-0.9268828337045417,1.3939106151341534,-0.1520816052569993,-1.570562531918633,M4,11,dE,gh,0,0
142,0.5348212504910724,-0.7372230323429347,0.933725992250546,0.7958256033946083,0.28793036319440896,-0.7911776058449214,-0.41935146412119895,0.06213697660011978,-0.5891945850628274,0.4701711453367486,0.8305184426448999,-0.9268828337045417,1.3939106151341534,-0.1520816052569993,-1.570562531918633,M4,2,dU(class),gh,1,0
145,-0.7924885873222463,-0.7133949340349409,-0.5315567066783121,-0.3201733025361943,-1.6651916390488226,-0.032344601688340364,-0.6783423227921983,0.06213697660011978,-0.5891945850628274,-0.3772777129582853,0.8305184426448999,0.17604410908106818,1.3939106151341534,-0.1520816052569993,-1.570562531918633,OPRD,7,dE,gh,0,0
146,1.0242729095714482,-0.7229261733581385,-1.2223403813254463,-1.0349662518941691,-0.4187206547690055,-0.4813156375445621,-0.5256573538177943,0.06213697660011978,-0.5891945850628274,0.04644671767226717,0.8305184426448999,-0.9268828337045417,1.3939106151341534,-0.1520816052569993,-1.570562531918633,OPRD,5,dU(class),gh,1,0
147,-1.4646875003127249,-0.6800355964037498,-1.824959894595394,-1.8758175353320181,-1.3261423995092707,0.09332838842578185,-0.6710509593265352,0.06213697660011978,1.6972321629421747,-1.2247265742193902,-0.6090468578052339,1.646613363555052,-0.483896431160561,-0.1520816052569993,-1.570562531918633,OPRD,14,dU,gh,0,0
151,-1.088537625434603,-0.7419886520045335,1.100797977645171,1.1656888176733375,-0.03955639854615807,-0.28486620621333875,0.6324491538828007,0.06213697660011978,1.6972321629421747,-1.2247265742193902,-0.6090468578052339,1.646613363555052,-0.483896431160561,-0.1520816052569993,-1.570562531918633,OPRK,1,dU,gh,1,0
159,-0.8092767862237861,-0.7372230323429347,-1.1279511268352649,-1.0232825981634723,0.5554111879594409,1.1866454080186468,1.160467161746747,0.06213697660011978,-0.5891945850628274,-0.8010021435888379,-0.6090468578052339,1.278971049293182,-0.483896431160561,-0.1520816052569993,-1.570562531918633,5HT1B,2,dU,rec_ef,1,1
162,1.263746002899203,-0.7419886520045335,0.762771754605118,1.0887983501712704,-0.44387999412211954,0.6574247947938965,0.16652627546025583,0.06213697660011978,1.6972321629421747,1.741344437228406,-0.6090468578052339,-0.9268828337045417,-0.483896431160561,-0.1520816052569993,-1.570562531918633,5HT2B,1,dU(class),rec_ef,1,1
167,-1.1988124897612138,-0.6657387374189535,-1.249335840521127,-1.2332368509585403,-1.8392485033376527,-1.67821666838018,-2.28395222246575,0.06213697660011978,1.6972321629421747,-1.2247265742193902,-0.6090468578052339,1.646613363555052,-0.483896431160561,-0.1520816052569993,-1.570562531918633,5HT2C,17,dU,rec_ef,0,0
172,1.1803993525079446,-0.7229261733581385,-0.9312203802571233,-0.932724743159494,-2.1253992213512474,-1.5558545631583809,-2.120380117995124,0.06213697660011978,-0.5891945850628274,1.3176200065978536,-0.6090468578052339,-0.9268828337045417,-0.483896431160561,-0.1520816052569993,-1.570562531918633,A2C,5,dE(class),rec_ef,1,0
174,1.269225484485122,-0.7133949340349409,-0.924522082865139,-0.9572120550230798,-2.092226504033211,-1.5558545631583809,-2.1418017174401136,0.06213697660011978,1.6972321629421747,1.741344437228406,-0.6090468578052339,-0.9268828337045417,-0.483896431160561,-0.1520816052569993,-1.570562531918633,A2C,7,dU(class),rec_ef,1,0
175,-0.6224129022485693,-0.6800355964037498,-1.9521797717182323,-1.9187646490169237,-3.2986522299754317,-1.1615520708239118,-2.416067218473674,0.06213697660011978,1.6972321629421747,-1.2247265742193902,-0.6090468578052339,1.646613363555052,-0.483896431160561,-0.1520816052569993,-1.570562531918633,A2C,14,dU,rec_ef,1,0
190,1.2723980162900133,-0.7229261733581385,0.1531108379693647,0.15551512463854222,-0.4625462394571907,0.23348335756204203,0.17516090261401232,0.06213697660011978,1.6972321629421747,1.741344437228406,-0.6090468578052339,-0.9268828337045417,-0.483896431160561,-0.1520816052569993,-1.570562531918633,M2,5,dU(class),rec_ef,1,1
194,1.2671107805191797,-0.7276917930197372,1.8069237560755165,1.4405340532175281,1.4792854705322487,0.06600093733852491,0.21977562951280252,0.06213697660011978,1.6972321629421747,1.741344437228406,-0.6090468578052339,-0.9268828337045417,-0.483896431160561,-0.1520816052569993,-1.570562531918633,M4,4,dU(class),rec_ef,1,1
201,-1.359813601335674,-0.7276917930197372,0.8614662817196174,1.2435506508959946,1.314587936289453,-0.20640669839645429,0.46306066862110296,0.06213697660011978,-0.5891945850628274,-0.8010021435888379,-0.6090468578052339,1.278971049293182,-0.483896431160561,-0.1520816052569993,-1.570562531918633,OPRK,4,dE,rec_ef,1,0
211,-0.9469228864012064,-0.7419886520045335,-1.6086024441646716,-1.5959436299590042,0.7322807855450668,2.2306075136330503,1.436214821084692,0.06213697660011978,1.6972321629421747,-1.2247265742193902,-0.6090468578052339,1.646613363555052,-0.483896431160561,-0.1520816052569993,-1.570562531918633,5HT1B,1,dU,rec_gh,1,1
212,0.291587467369699,-0.7324574126813359,0.7629363558671316,0.7745065277516726,-0.44387999412211954,0.1622485021189386,-0.34893139634057463,0.06213697660011978,-0.5891945850628274,1.3176200065978536,-0.6090468578052339,-0.5592405194426718,-0.483896431160561,-0.1520816052569993,-1.570562531918633,5HT2B,3,dE(class),rec_gh,1,0
214,0.42151042502523767,-0.7324574126813359,0.7629363558671316,0.8391886457205345,-0.06552864662136211,-0.21051021052211719,-0.043698932091266664,0.06213697660011978,-0.5891945850628274,1.3176200065978536,-0.6090468578052339,-0.5592405194426718,-0.483896431160561,-0.1520816052569993,-1.570562531918633,5HT2B,3,dU(class),rec_gh,1,1
215,-1.5455497066431856,-0.6800355964037498,-1.680017696653013,-1.7160583433398775,0.3750785684984364,1.9056940075839568,1.320694570183733,0.06213697660011978,1.6972321629421747,-1.2247265742193902,-0.6090468578052339,1.646613363555052,-0.483896431160561,-0.1520816052569993,-1.570562531918633,5HT2B,14,dU,rec_gh,0,1
226,1.2384080996421085,-0.7229261733581385,0.5144120690469105,0.07390633180769902,1.3876153244648157,-1.5558545631583809,-1.3527969601351035,0.06213697660011978,1.6972321629421747,1.741344437228406,-0.6090468578052339,-0.9268828337045417,-0.483896431160561,-0.1520816052569993,-1.570562531918633,A2C,5,dU(class),rec_gh,1,0
231,-1.5169602794888626,-0.694332455388546,-1.8956936102015227,-1.8887938723277533,0.5629128340599447,2.4410711556937317,1.7109196695899371,0.06213697660011978,-0.5891945850628274,-0.3772777129582853,-0.6090468578052339,0.9113287350313118,-0.483896431160561,-0.1520816052569993,-1.570562531918633,Beta 2,11,dU,rec_gh,0,1
236,0.44353779824383954,-0.7419886520045335,1.1704101888833887,1.097549143671906,0.11998209004200223,-0.5749041789542537,-0.1071904675087341,0.06213697660011978,-0.5891945850628274,0.4701711453367486,-0.6090468578052339,-0.5592405194426718,-0.483896431160561,-0.1520816052569993,-1.570562531918633,M1,1,dE(class),rec_gh,1,0
240,0.8569391066426315,-0.7372230323429347,0.3012334683141743,0.4721057579783223,1.5962766161190685,-0.3454816625842211,0.31425501562284175,0.06213697660011978,-0.5891945850628274,0.4701711453367486,-0.6090468578052339,-0.9268828337045417,-0.483896431160561,-0.1520816052569993,-1.570562531918633,M2,2,dE(class),rec_gh,1,1
242,1.2723980162900133,-0.7181605536965397,0.08936705131071356,0.08574545096136088,-0.4625462394571907,0.23348335756204203,0.0764292809161096,0.06213697660011978,1.6972321629421747,1.741344437228406,-0.6090468578052339,-0.9268828337045417,-0.483896431160561,-0.1520816052569993,-1.570562531918633,M2,6,dU(class),rec_gh,1,1
244,0.671087368332482,-0.7419886520045335,0.06626784521282719,0.4696365716969811,0.42433890430297816,-0.2904401256536956,-0.18817476744489137,0.06213697660011978,-0.5891945850628274,1.3176200065978536,-0.6090468578052339,-0.5592405194426718,-0.483896431160561,-0.1520816052569993,-1.570562531918633,M4,1,dE(class),rec_gh,1,1
250,0.7338289790231854,-0.7086293143733422,-0.006122864547336811,0.05363116124757815,-0.15802034120599553,0.394711674788384,-0.1771826261978372,0.06213697660011978,-0.5891945850628274,1.3176200065978536,-0.6090468578052339,-0.5592405194426718,-0.483896431160561,-0.1520816052569993,-1.570562531918633,OPRD,8,dU(class),rec_gh,0,1
251,-1.4775451288365233,-0.6800355964037498,-1.8815508554954918,-1.6781455535333911,-1.3261423995092707,-0.4215278211982651,-0.8279969735729058,0.06213697660011978,1.6972321629421747,-1.2247265742193902,-0.6090468578052339,1.646613363555052,-0.483896431160561,-0.1520816052569993,-1.570562531918633,OPRD,14,dU,rec_gh,0,0
257,-0.8886543219030901,-0.6800355964037498,-1.8239125094939872,-1.6814715586786935,-1.7858751130730783,-0.7506951540278285,-1.5989866373469628,0.06213697660011978,1.6972321629421747,-1.2247265742193902,-0.6090468578052339,1.646613363555052,-0.483896431160561,-0.1520816052569993,-1.570562531918633,OPRM,14,dE,rec_gh,0,0
